rank	gene	combined_binding_score	chr	start	end	transcript	FBid
1340	Zasp66	0.406041662557982	3L	8624371	8624372	FBtr0089561	FBgn0035917
1341	Atet	0.405249999836087	2L	4333913	4333914	FBtr0077427	FBgn0020762
1342	Moe	0.404166664928198	X	8876020	8876021	FBtr0071272	FBgn0011661
1343	Nep1	0.40348333758302	X	6091205	6091206	FBtr0343930	FBgn0029843
1344	CG12926	0.40237499633804	2R	9610289	9610290	FBtr0088502	FBgn0033437
1345	Or85e	0.401645830521981	3R	8635877	8635878	FBtr0310300	FBgn0026399
1346	CG42830	0.401000000536442	2L	17812671	17812672	FBtr0303837	FBgn0262017
1347	rt	0.398499997472391	3L	11587769	11587770	FBtr0076146	FBgn0003292
1348	metro	0.398149994760752	2R	11232515	11232516	FBtr0088196	FBgn0050021
1349	Pvr	0.397850000485778	2L	8230676	8230677	FBtr0303109	FBgn0032006
1350	Dscam3	0.397499996237457	3R	17505666	17505667	FBtr0113397	FBgn0261046
1351	CG30413	0.396854166154905	2R	23330067	23330068	FBtr0072040	FBgn0050413
1352	Obp83a	0.396812500199303	3R	5975097	5975098	FBtr0345250	FBgn0011281
1353	Cyp4ac1	0.396499996306375	2L	5264001	5264002	FBtr0079066	FBgn0031693
1354	CG10508	0.394999999785796	3L	21210215	21210216	FBtr0307386	FBgn0037060
1355	CG42353; CG42354	0.394875001162291					
1356	msi	0.394249999895692	3R	25516118	25516119	FBtr0305219	FBgn0011666
1357	CG3092	0.394187497401921	2R	23232626	23232627	FBtr0071999	FBgn0034835
1358	CG31493	0.393833340145648	3R	7131560	7131561	FBtr0081566	FBgn0051493
1359	Bsg	0.393749999503295	2L	8083420	8083421	FBtr0079569	FBgn0261822
1360	CG18599	0.393687499221414	3R	18267789	18267790	FBtr0083571	FBgn0038592
1361	CG6330	0.392750000503535	3R	26953253	26953254	FBtr0085085	FBgn0039464
1362	Rox8	0.392625004402362	3R	24047011	24047012	FBtr0333200	FBgn0005649
1363	CG1607	0.392419642037047	3R	31382109	31382110	FBtr0085785	FBgn0039844
1364	CG12347	0.392354162177071	3R	17906445	17906446	FBtr0083519	FBgn0038558
1365	nmo	0.392000003446204	3L	7979046	7979047	FBtr0076756	FBgn0011817
1366	CG13711	0.391874999273568	3L	4757883	4757884	FBtr0073347	FBgn0035572
1367	Cyp309a1	0.391666668156783	2L	2564829	2564830	FBtr0335167	FBgn0031432
1368	CG12590	0.390625002638747	3R	5159612	5159613	FBtr0078773	FBgn0037294
1369	Sgs5bis	0.390583331386248	3R	17594386	17594387	FBtr0083460	FBgn0038523
1370	Dtg	0.39043749962002	3R	12648058	12648059	FBtr0082648	FBgn0038071
1371	CG32333	0.388416664985319	3L	1275956	1275957	FBtr0072662	FBgn0052333
1372	CG43337	0.388392856078489	3L	622315	622316	FBtr0306919	FBgn0263042
1373	CG33664	0.388333335518837	X	6384220	6384221	FBtr0302417	FBgn0053664
1374	stc	0.388250002404675	2L	15113480	15113481	FBtr0080706	FBgn0001978
1375	Nepl7	0.387250001231829	2L	12669353	12669354	FBtr0340546	FBgn0032442
1376	CG15116	0.387000002199784	2R	19055923	19055924	FBtr0086596	FBgn0034415
1377	CG31875	0.386950001120567	2L	9996571	9996572	FBtr0079973	FBgn0051875
1378	Pkg21D	0.386850001259397	2L	790797	790798	FBtr0078042	FBgn0000442
1379	CG8026	0.386749998782761	2R	9190345	9190346	FBtr0302511	FBgn0033391
1380	CG42789	0.385166669885317	3R	26784207	26784208	FBtr0479752	FBgn0261860
1381	Ebp	0.384125005453825	2R	25176714	25176715	FBtr0072454	FBgn0004181
1382	RhoGEF64C	0.383799997717142	3L	4692783	4692784	FBtr0073345	FBgn0035574
1383	pHCl-1	0.383145834862565	3L	15898919	15898920	FBtr0334981	FBgn0264908
1384	CG14280	0.383041664337118	3R	19256777	19256778	FBtr0346143	FBgn0038695
1385	CG15578	0.382124993950129	X	4277960	4277961	FBtr0070659	FBgn0040905
1386	CG5254	0.381687501212582	X	750347	750348	FBtr0343759	FBgn0040383
1387	Or83c	0.381500001996756	3R	6078282	6078283	FBtr0078620	FBgn0037399
1388	CG8072	0.381416666011016	3L	10151827	10151828	FBtr0076295	FBgn0036070
1389	Npc1a	0.38133333530277	2L	10220951	10220952	FBtr0079957	FBgn0024320
1390	sNPF-R	0.380583336638908	3L	20089006	20089007	FBtr0074871	FBgn0036934
1391	Got1	0.379431817087938	2R	16138352	16138353	FBtr0087231	FBgn0001124
1392	gcm2	0.379262499045581	2L	9608562	9608563	FBtr0079837	FBgn0019809
1393	Fbp1	0.378499997158845	3L	14098052	14098053	FBtr0075750	FBgn0000639
1394	wrd	0.378249996652206	3R	18167757	18167758	FBtr0083553	FBgn0042693
1395	CG4882	0.377928570445095	2R	23882399	23882400	FBtr0072225	FBgn0025336
1396	Cyp6a2	0.377749996632338	2R	6781490	6781491	FBtr0086133	FBgn0000473
1397	ago	0.377749994397163	3L	4252050	4252051	FBtr0073247	FBgn0041171
1398	Calx	0.377499992027879	3R	20978183	20978184	FBtr0083998	FBgn0013995
1399	Lar	0.377229168390234	2L	19586623	19586624	FBtr0331242	FBgn0000464
1400	C3G	0.377166666090488	X	6791034	6791035	FBtr0300526	FBgn0259228
1401	PGRP-LB	0.377083331346512	3R	11454328	11454329	FBtr0082397	FBgn0037906
1402	CG42878	0.375249994918704	2R	19587301	19587302	FBtr0473613	FBgn0262170
1403	CG17738	0.375208331427227	3R	12270890	12270891	FBtr0082565	FBgn0038009
1404	CG43795	0.375166662658254	2R	23444137	23444138	FBtr0331989	FBgn0264339
1405	CAH14	0.37500000372529	2R	20863781	20863782	FBtr0335284	FBgn0034554
1406	CG32982	0.374999998408991	2L	9125737	9125738	FBtr0079771	FBgn0052982
1407	CG32354	0.374875000212342	3L	8422204	8422205	FBtr0076662	FBgn0052354
1408	CG15127	0.374750003218651	2R	19681390	19681391	FBtr0086482	FBgn0040730
1409	CG15225	0.374749999493361	2R	20792982	20792983	FBtr0342791	FBgn0034551
1410	Slc25A46b	0.374333331361413	2L	18096568	18096569	FBtr0081033	FBgn0032664
1411	CG8141	0.373999994248152	3R	13191599	13191600	FBtr0082734	FBgn0038125
1412	CG10651	0.37349999678554	2L	20134922	20134923	FBtr0081378	FBgn0032853
1413	CG34295	0.373437494097743	3R	28789617	28789618	FBtr0112491	FBgn0085324
1414	Gyg	0.37312499852851	2R	21200483	21200484	FBtr0339092	FBgn0265191
1415	CG4502	0.372999996878207	2L	7204263	7204264	FBtr0079416	FBgn0031896
1416	Blimp-1	0.372340911068022	3L	5630983	5630984	FBtr0077089	FBgn0035625
1417	robl37BC	0.371656249160878	2L	19010866	19010867	FBtr0081139	FBgn0028569
1418	T48	0.371025005052798	3R	26881734	26881735	FBtr0085065	FBgn0004359
1419	Sr-CIII	0.3710250005126	2L	4120343	4120344	FBtr0077466	FBgn0020376
1420	jdp	0.370199998095632	3R	30527036	30527037	FBtr0085682	FBgn0027654
1421	CG1907	0.369500003755093	3R	29619065	29619066	FBtr0085447	FBgn0039674
1422	CG42663	0.369100000010803	2R	12705172	12705173	FBtr0302644	FBgn0261545
1423	CG42750	0.368583336821757	2L	18275769	18275770	FBtr0303280	FBgn0261804
1424	CG9168	0.368166665934647	3L	1411057	1411058	FBtr0473625	FBgn0035216
1425	wb	0.367849998967722	2L	14263027	14263028	FBtr0302731	FBgn0261563
1426	Npc2b	0.367550000362098	3R	14089517	14089518	FBtr0082888	FBgn0038198
1427	Gr23a	0.366500002332032	2L	2669823	2669824	FBtr0273435	FBgn0041248
1428	CG14731	0.365750002558343	3R	11931262	11931263	FBtr0082478	FBgn0037964
1429	CG14252	0.365625001490116	3R	26945534	26945535	FBtr0085067	FBgn0039462
1430	Vlet	0.365000000596046	X	11678550	11678551	FBtr0073533	FBgn0030323
1431	CG2209	0.364333328480522	X	13022198	13022199	FBtr0073717	FBgn0030441
1432	CG8641	0.363750003278255	3L	7077461	7077462	FBtr0076931	FBgn0035733
1433	GABA-B-R3	0.363499999667207	2L	749945	749946	FBtr0343785	FBgn0031275
1434	CG43915	0.363249997763584	3L	3972899	3972900	FBtr0333135	FBgn0264516
1435	Asciz	0.362750003735224	3L	3165087	3165088	FBtr0073112	FBgn0035407
1436	fid	0.362687497865409	3R	25970080	25970081	FBtr0334898	FBgn0259146
1437	NK7.1	0.362499995157123	3R	14369816	14369817	FBtr0082942	FBgn0024321
1438	loco	0.362450001202524	3R	22626633	22626634	FBtr0084276	FBgn0020278
1439	Loxl2	0.362395832004646	2R	21791579	21791580	FBtr0071745	FBgn0034660
1440	CG43759	0.36204166438741	X	18930335	18930336	FBtr0331156	FBgn0264090
1441	Set2	0.36175000295043	X	13413242	13413243	FBtr0073779	FBgn0030486
1442	CG42339	0.361166664864868	X	11037810	11037811	FBtr0299861	FBgn0259241
1443	CG31496	0.360500002745539	3R	7345069	7345070	FBtr0479744	FBgn0051496
1444	betaTub97EF	0.360187503509223	3R	27988383	27988384	FBtr0300611	FBgn0003890
1445	CG31688	0.359937502071261	2L	20426199	20426200	FBtr0308895	FBgn0263355
1446	Klp98A	0.359874999461075	3R	27559144	27559145	FBtr0085211	FBgn0004387
1447	CG17472	0.356583332642913	2L	20634515	20634516	FBtr0081382	FBgn0032868
1448	sqz	0.35600000154227	3R	19164211	19164212	FBtr0083733	FBgn0010768
1449	pita	0.355666670327385	2R	23551550	23551551	FBtr0072113	FBgn0034878
1450	Dh44-R1	0.354624999919906	2R	14378097	14378098	FBtr0087485	FBgn0033932
1451	CG8112	0.354600001126528	3R	8712933	8712934	FBtr0305338	FBgn0037612
1452	CG5623	0.354166666278616	3R	15767437	15767438	FBtr0083197	FBgn0038357
1453	CG15537	0.354000000904004	3R	30443598	30443599	FBtr0113310	FBgn0039770
1454	Caf1-180	0.352874999788279	X	8606303	8606304	FBtr0071228	FBgn0030054
1455	CG7568	0.352333330859741	3R	29600861	29600862	FBtr0330295	FBgn0039673
1456	Kr-h1	0.351624999195337	2L	6082603	6082604	FBtr0344437	FBgn0266450
1457	wdp	0.350535710741367	2R	22301422	22301423	FBtr0342984	FBgn0034718
1458	CG4467	0.349150002747774	3R	23240051	23240052	FBtr0084390	FBgn0039064
1459	Rap1	0.349049999658018	3L	1861815	1861816	FBtr0332671	FBgn0004636
1460	upSET	0.349000000453088	3L	14002127	14002128	FBtr0075768	FBgn0036398
1461	CG5906	0.348750002682209	3L	11871304	11871305	FBtr0076071	FBgn0036217
1462	CG34384	0.34850000590086	3R	7814361	7814362	FBtr0112625	FBgn0085413
1463	Takl1	0.347450001165271	3R	20772600	20772601	FBtr0083996	FBgn0046689
1464	bdl	0.347416667888562	2L	4324554	4324555	FBtr0077425	FBgn0028482
1465	Mob2	0.347166668002804	3L	11534477	11534478	FBtr0089333	FBgn0259481
1466	CG33668	0.347000003792346	X	6419433	6419434	FBtr0302418	FBgn0053668
1467	CG33465	0.345583332392077	2R	15821113	15821114	FBtr0301048	FBgn0053465
1468	CG32487	0.34543750109151	3L	3017255	3017256	FBtr0073007	FBgn0052487
1469	toe	0.344900002330542	3L	12432667	12432668	FBtr0075980	FBgn0036285
1470	CG17003	0.344249999150634	X	20002095	20002096	FBtr0070035	FBgn0031082
1471	CG12231	0.344199996069074	X	19531741	19531742	FBtr0074779	FBgn0031026
1472	Dic1	0.34404999804683	3R	13364938	13364939	FBtr0082747	FBgn0027610
1473	CG32148	0.34375	3L	15023492	15023493	FBtr0075630	FBgn0047338
1474	PCB	0.342750000456969	2R	9856409	9856410	FBtr0088459	FBgn0027580
1475	CG8541	0.342250002548099	3L	7471559	7471560	FBtr0076862	FBgn0035788
1476	blow	0.342249997425824	2R	7584221	7584222	FBtr0300368	FBgn0004133
1477	vkg	0.342066665800909	2L	5027444	5027445	FBtr0079036	FBgn0016075
1478	Tim17b2	0.341749997809529	2L	15484729	15484730	FBtr0089699	FBgn0020371
1479	CG1631	0.341599999368191	X	20327444	20327445	FBtr0077297	FBgn0031101
1480	Or74a	0.341500002890825	3L	17329168	17329169	FBtr0075247	FBgn0036709
1481	CG34401	0.341249994933605	X	18863950	18863951	FBtr0112653	FBgn0085430
1482	CG7856	0.340750001370907	2R	6059557	6059558	FBtr0086024	FBgn0033056
1483	rost	0.340305554887487	2L	8989181	8989182	FBtr0079782	FBgn0011705
1484	retn	0.340125001966953	2R	23632610	23632611	FBtr0072072	FBgn0004795
1485	Dnah3	0.338750002440065	3L	4861269	4861270	FBtr0289982	FBgn0035581
1486	CG30286	0.338099997024983	2R	21536794	21536795	FBtr0300952	FBgn0050286
1487	CG41434	0.337500000993411	2L	22037860	22037861	FBtr0332200	FBgn0084001
1488	CG1354	0.335854165585867	X	9778742	9778743	FBtr0089385	FBgn0030151
1489	sunz	0.33549999880294	3R	6630151	6630152	FBtr0081681	FBgn0037462
1490	CG15147	0.335499990731478	2L	17626380	17626381	FBtr0080988	FBgn0032654
1491	Nep3	0.335166671002905	X	19961297	19961298	FBtr0307555	FBgn0031081
1492	CG11630	0.334312501363456	2L	21784064	21784065	FBtr0085909	FBgn0032964
1493	CG17298	0.333187502867077	3R	21283197	21283198	FBtr0084056	FBgn0038879
1494	KrT95D	0.333187500480562	3R	24006577	24006578	FBtr0301418	FBgn0020647
1495	spen	0.3329374990426	2L	159032	159033	FBtr0078121	FBgn0016977
1496	CG44869	0.332900003250688	2L	15418360	15418361	FBtr0343713	FBgn0266163
1497	CG42781	0.331250002762924	X	7382989	7382990	FBtr0303417	FBgn0261849
1498	Poxn	0.33115000706166	2R	15834916	15834917	FBtr0087311	FBgn0003130
1499	CCAP-R	0.331124997232109	3R	25956269	25956270	FBtr0304043	FBgn0039396
1500	CG9411	0.330249995458871	X	14480085	14480086	FBtr0073916	FBgn0030569
1501	aPKC	0.329458331534018	2R	14949744	14949745	FBtr0303433	FBgn0261854
1502	CG10185	0.327583330372969	3R	16067593	16067594	FBtr0083235	FBgn0038397
1503	Sb	0.327437498606741	3R	16116161	16116162	FBtr0344008	FBgn0003319
1504	CG34386	0.326458333060145	2R	18062415	18062416	FBtr0345644	FBgn0085415
1505	spz6	0.326250001788139	2R	24757378	24757379	FBtr0072370	FBgn0035056
1506	Ten-a	0.325687498756452	X	12043698	12043699	FBtr0346335	FBgn0267001
1507	CG4892	0.325600002519786	2L	16133508	16133509	FBtr0479868	FBgn0028884
1508	CG43332	0.325250001003345	2L	14163221	14163222	FBtr0306928	FBgn0263037
1509	CG8051	0.325200001895428	X	19305298	19305299	FBtr0343320	FBgn0031012
1510	CG18508	0.324250000715256	X	3173139	3173140	FBtr0070543	FBgn0028746
1511	Tpl94D	0.324125001206994	3R	22966284	22966285	FBtr0084339	FBgn0051281
1512	sty	0.32409375224961	3L	3417960	3417961	FBtr0073146	FBgn0014388
1513	spag4	0.32399999955669	2L	11611771	11611772	FBtr0340563	FBgn0032368
1514	CG13502	0.323949998430908	2R	22087420	22087421	FBtr0071799	FBgn0034692
1515	betaNACtes4	0.323833332862705	X	14380351	14380352	FBtr0073915	FBgn0030566
1516	LRR	0.323750004172325	2R	7681049	7681050	FBtr0300780	FBgn0033212
1517	CG9416	0.323708334937692	2R	19373242	19373243	FBtr0086555	FBgn0034438
1518	sxe2	0.323250001482666	3R	16083878	16083879	FBtr0345306	FBgn0038398
1519	Sfp35C	0.322625003755093	2L	15202091	15202092	FBtr0300311	FBgn0259965
1520	Hsp60C	0.322124999889638	2L	5662849	5662850	FBtr0079112	FBgn0031728
1521	CG33144	0.321750001981854	2R	10782868	10782869	FBtr0088254	FBgn0053144
1522	CG4483	0.32124999538064	3L	9236647	9236648	FBtr0076502	FBgn0035970
1523	CG3588	0.320749999683661	X	2919770	2919771	FBtr0301061	FBgn0025643
1524	CG9005	0.319083332705001	2R	11632514	11632515	FBtr0088089	FBgn0033638
1525	mim; CheB42c	0.318549997033551					
1526	CG11044	0.318124999292195	2R	20231829	20231830	FBtr0086313	FBgn0034484
1527	Scr	0.318062501493841	3R	6848504	6848505	FBtr0081657	FBgn0003339
1528	CG33299	0.317875000958641	2L	9656600	9656601	FBtr0300213	FBgn0053299
1529	Prosalpha3T	0.317749992012978	3R	31123414	31123415	FBtr0085738	FBgn0261395
1530	vari	0.317499998025596	2L	20794145	20794146	FBtr0089946	FBgn0250785
1531	CG3557	0.317449994198978	2L	2385791	2385792	FBtr0077790	FBgn0031423
1532	mle	0.317000001048048	2R	5980100	5980101	FBtr0100576	FBgn0002774
1533	CG11168	0.31337499897927	3R	24918106	24918107	FBtr0084715	FBgn0039249
1534	Dip-B	0.312899997830391	3R	13782288	13782289	FBtr0082831	FBgn0000454
1535	Osi5	0.312149995565414	3R	6227512	6227513	FBtr0078595	FBgn0037413
1536	CG12239	0.311708330176771	X	5792140	5792141	FBtr0070814	FBgn0029810
1537	CG8065	0.311666667461395	3L	10215665	10215666	FBtr0301227	FBgn0036075
1538	zormin	0.311468753177905	3L	2151699	2151700	FBtr0332118	FBgn0052311
1539	Cyp9b1	0.310274999891408	2R	7129807	7129808	FBtr0089056	FBgn0015038
1540	CG17716	0.310000000521541	2R	13623044	13623045	FBtr0087625	FBgn0000633
1541	CG13055	0.308749994263053	3L	16252354	16252355	FBtr0075482	FBgn0036583
1542	cmet	0.308624998666346	2L	11269001	11269002	FBtr0332202	FBgn0040232
1543	CG43742	0.308500003612911	2R	21936862	21936863	FBtr0334012	FBgn0263999
1544	CG15186	0.308250001049601	3R	6478311	6478312	FBtr0308038	FBgn0037448
1545	Rnf146	0.308000002677242	3L	19642815	19642816	FBtr0074962	FBgn0036897
1546	CG43354	0.307999998703599	2L	18309445	18309446	FBtr0307101	FBgn0263086
1547	Tsp	0.307474999696327	2L	6689335	6689336	FBtr0336751	FBgn0031850
1548	croc	0.30683333100751	3L	21476478	21476479	FBtr0078395	FBgn0014143
1549	CG9657	0.306583334484862	X	7418594	7418595	FBtr0071057	FBgn0029950
1550	CG6959	0.306124998256564	3R	11869459	11869460	FBtr0082517	FBgn0037956
1551	Sh	0.305583332975706	X	17967224	17967225	FBtr0346705	FBgn0003380
1552	CG8740	0.305111115022252	2R	8735810	8735811	FBtr0088711	FBgn0027585
1553	CG4907	0.305083335687717	3R	22710761	22710762	FBtr0084330	FBgn0039010
1554	CG10481	0.304499997757375	2L	19892549	19892550	FBtr0081312	FBgn0032827
1555	rdo	0.304249998182058	2L	18012380	18012381	FBtr0081029	FBgn0243486
1556	ITP	0.30412500211969	2R	24537421	24537422	FBtr0343483	FBgn0035023
1557	so	0.30324999946687	2R	7419350	7419351	FBtr0088970	FBgn0003460
1558	CG5953	0.30285714333877	2L	16520176	16520177	FBtr0301144	FBgn0032587
1559	al	0.302700001001358	2L	378112	378113	FBtr0078053	FBgn0000061
1560	hzg	0.302399999275804	3L	16004735	16004736	FBtr0075521	FBgn0036556
1561	Sfp24Bc	0.301999999210238	2L	3670580	3670581	FBtr0301934	FBgn0261054
1562	CG2256	0.30150000192225	X	8087212	8087213	FBtr0301736	FBgn0029995
1563	CG18666	0.301416662211219	2L	11034795	11034796	FBtr0080160	FBgn0040967
1564	SPR	0.301041665176551	X	5446656	5446657	FBtr0070778	FBgn0029768
1565	CG34245	0.300916667096317	3L	14894415	14894416	FBtr0302580	FBgn0085274
1566	CG33772	0.300374997779727	3L	22652524	22652525	FBtr0303714	FBgn0053772
1567	CG32813	0.300285716890357	X	1380914	1380915	FBtr0070219	FBgn0052813
1568	Obp56c	0.298550003673881	2R	19701123	19701124	FBtr0086479	FBgn0046879
1569	CG13728	0.298499996541068	3L	17382727	17382728	FBtr0075238	FBgn0036716
1570	dl	0.298333334193255	2L	17445566	17445567	FBtr0301383	FBgn0260632
1571	CG11741	0.29833333256344	3R	8528876	8528877	FBtr0112769	FBgn0040531
1572	Cyp6a16	0.297750001400709	2L	5623761	5623762	FBtr0343243	FBgn0031726
1573	CG15579	0.297049998492003	X	4311798	4311799	FBtr0070657	FBgn0040906
1574	CG15450	0.297042857290113	X	20822146	20822147	FBtr0077280	FBgn0031132
1575	Wnt6	0.296428568794259	2L	7333714	7333715	FBtr0303251	FBgn0031902
1576	CG44253; Fatp2	0.295928572437593					
1577	CG8543	0.295687499223277	3L	7470301	7470302	FBtr0076863	FBgn0035787
1578	bor	0.295500002568588	3R	16264094	16264095	FBtr0083276	FBgn0287225
1579	CG4341	0.294750001902382	2L	922793	922794	FBtr0077949	FBgn0028481
1580	ppk8	0.294666668400168	X	3557812	3557813	FBtr0307179	FBgn0052792
1581	CG10265	0.294499998912215	2R	14993834	14993835	FBtr0087421	FBgn0033990
1582	CG15719	0.294125000713393	X	13004782	13004783	FBtr0309878	FBgn0030440
1583	CG15468	0.293000000839432	X	4961127	4961128	FBtr0479779	FBgn0061196
1584	rho	0.29287499981001	3L	1463811	1463812	FBtr0072694	FBgn0004635
1585	CG42724	0.292613634268161	3R	6368188	6368189	FBtr0303014	FBgn0261641
1586	CG40485	0.292500007897615	X	22962359	22962360	FBtr0111189	FBgn0069973
1587	upd1	0.292458331833283	X	18308258	18308259	FBtr0074581	FBgn0004956
1588	elB	0.29183333615462	2L	14409548	14409549	FBtr0080637	FBgn0004858
1589	CG14356	0.291583333785335	3R	14132071	14132072	FBtr0082908	FBgn0038207
1590	CG15711	0.29149999966224	2R	16364306	16364307	FBtr0087167	FBgn0034122
1591	RanBP3	0.29128125065472	3R	23752833	23752834	FBtr0084468	FBgn0039110
1592	CG34300	0.291138888466068	3R	30306636	30306637	FBtr0305269	FBgn0085329
1593	Lar; CG46244	0.290999998338521					
1594	CG9308	0.290750002022833	2R	22034844	22034845	FBtr0071749	FBgn0034681
1595	CG33309	0.290749998763204	2L	14810761	14810762	FBtr0080674	FBgn0053309
1596	CG42268	0.290499993910392	3L	9739831	9739832	FBtr0475017	FBgn0259163
1597	CG13460	0.290350000932813	3L	15061704	15061705	FBtr0114510	FBgn0036471
1598	tgo	0.290049999114126	3R	9020021	9020022	FBtr0082005	FBgn0264075
1599	Nnf1b	0.289999999804422	2L	810577	810578	FBtr0078008	FBgn0051658
1600	CG4629	0.289125002920628	2L	1102503	1102504	FBtr0332570	FBgn0031299
1601	CngA	0.288999999562899	2R	16249794	16249795	FBtr0302924	FBgn0261612
1602	tld	0.288583335505488	3R	24749731	24749732	FBtr0084691	FBgn0003719
1603	Cyp6a14	0.288500000412266	2R	8565977	8565978	FBtr0302331	FBgn0033302
1604	CG11319	0.287250000517815	2L	6601067	6601068	FBtr0089641	FBgn0031835
1605	CG8204	0.287100003287196	2R	15573761	15573762	FBtr0340005	FBgn0034033
1606	Scgdelta	0.287049998342991	X	1751020	1751021	FBtr0302175	FBgn0025391
1607	Cdep	0.284166665747762	3R	4910552	4910553	FBtr0336810	FBgn0265082
1608	CG42693	0.283374999960264	3R	31708339	31708340	FBtr0302894	FBgn0261583
1609	Fmr1	0.283249996602535	3R	10108341	10108342	FBtr0082200	FBgn0028734
1610	CG12535	0.282650004141033	X	3440145	3440146	FBtr0332304	FBgn0029657
1611	Pkn	0.280916667232911	2R	9256376	9256377	FBtr0088605	FBgn0020621
1612	CG9967	0.280749996192753	2L	2357355	2357356	FBtr0077799	FBgn0031413
1613	CG33285	0.280333335511386	3L	21088988	21088989	FBtr0078325	FBgn0053285
1614	CG9727	0.280166666333874	3R	6456472	6456473	FBtr0081730	FBgn0037445
1615	Edg84A	0.280142855131999	3R	6684445	6684446	FBtr0081688	FBgn0000552
1616	CG4267	0.278541664825752	2L	2242378	2242379	FBtr0077751	FBgn0264979
1617	CG7330	0.277999999467284	3L	18148923	18148924	FBtr0075127	FBgn0036780
1618	CG42346	0.2771249958314	X	22832399	22832400	FBtr0333177	FBgn0259677
1619	shf	0.276374998502433	X	6779658	6779659	FBtr0070978	FBgn0003390
1620	CG3795	0.275833332290252	X	1710181	1710182	FBtr0070278	FBgn0025378
1621	CG1640	0.275549998600036	X	13370606	13370607	FBtr0073769	FBgn0030478
1622	CG31802	0.275208333817621	2L	18209236	18209237	FBtr0081058	FBgn0051802
1623	odd	0.275083337134371	2L	3606755	3606756	FBtr0077557	FBgn0002985
1624	spg	0.274062499171123	3R	28845270	28845271	FBtr0330303	FBgn0264324
1625	drongo	0.273999998911417	2L	842942	842943	FBtr0078037	FBgn0020304
1626	CG11537	0.273500000708737	3L	3134179	3134180	FBtr0073117	FBgn0035400
1627	Lrch	0.273321428602295	2L	17384114	17384115	FBtr0080969	FBgn0032633
1628	GV1	0.272500002465677	3L	1810588	1810589	FBtr0072785	FBgn0027790
1629	CG34282	0.271937497192994	3R	18695252	18695253	FBtr0112478	FBgn0085311
1630	Gr68a	0.271812500257511	3L	11751305	11751306	FBtr0076118	FBgn0041231
1631	Cyp310a1	0.270899999991525	2L	18653009	18653010	FBtr0081077	FBgn0032693
1632	TwdlD	0.270833333954215	3R	26640025	26640026	FBtr0085035	FBgn0039444
1633	CG34370	0.270624995479011	2R	22039430	22039431	FBtr0332252	FBgn0085399
1634	Treh	0.269812499172986	2R	21074018	21074019	FBtr0071535	FBgn0003748
1635	Dop1R2	0.268249999324325	3R	29659983	29659984	FBtr0085467	FBgn0266137
1636	Plc21C	0.268226185514193	2L	305935	305936	FBtr0078047	FBgn0004611
1637	CG6873	0.268125005066395	X	18739894	18739895	FBtr0074607	FBgn0030951
1638	Cralbp	0.267749999283946	3L	5786717	5786718	FBtr0077117	FBgn0035636
1639	CG42662; CG46433	0.267178569388177					
1640	CG43760	0.266399998404086	2L	15776851	15776852	FBtr0331279	FBgn0264260
1641	CG30076	0.266249996609986	2R	14546371	14546372	FBtr0475302	FBgn0050076
1642	CG43783; orb2	0.264850002527237					
1643	GstZ2	0.264749996829778	3R	9458845	9458846	FBtr0082042	FBgn0037697
1644	CG32121	0.264656250365078	3L	13422335	13422336	FBtr0113424	FBgn0052121
1645	CG34274	0.264250000240281	3R	15731746	15731747	FBtr0112469	FBgn0085303
1646	CG12065	0.263899998739362	X	8574306	8574307	FBtr0071214	FBgn0030052
1647	Sfp60F	0.263749996200204	2R	25172687	25172688	FBtr0343514	FBgn0259968
1648	CG34328	0.263583338120952	X	18400064	18400065	FBtr0112530	FBgn0085357
1649	CG13239	0.26319999829866	3L	22860787	22860788	FBtr0078548	FBgn0037197
1650	atl	0.263125004246831	3R	24625671	24625672	FBtr0084656	FBgn0039213
1651	CG7011	0.262500002669791	3L	15163627	15163628	FBtr0075645	FBgn0036489
1652	Ir11a	0.260583332274109	X	12377754	12377755	FBtr0336964	FBgn0030385
1653	Ir48c	0.260374999605119	2R	11789492	11789493	FBtr0088065	FBgn0033651
1654	RunxA	0.260166667697449	X	20623772	20623773	FBtr0308028	FBgn0083981
1655	CG14478	0.259599999338388	2R	17457663	17457664	FBtr0086921	FBgn0028953
1656	CycB	0.259500002333273	2R	22806302	22806303	FBtr0071914	FBgn0000405
1657	CG46385	0.259312501410022	2R	7742177	7742178	FBtr0474227	FBgn0286778
1658	CG43783	0.258583333343267	3L	8936812	8936813	FBtr0331516	FBgn0264305
1659	CG7695	0.258541668610027	3R	18617510	18617511	FBtr0083694	FBgn0038631
1660	Gsc	0.258249995609125	2L	588046	588047	FBtr0347398	FBgn0010323
1661	CG17612	0.257666664508482	2L	4382660	4382661	FBtr0077464	FBgn0031597
1662	mRpL21	0.257312499918044	3L	19255060	19255061	FBtr0075022	FBgn0036853
1663	Cyp6t1	0.256946429310899	X	21519217	21519218	FBtr0077212	FBgn0031182
1664	Obp56d	0.256812502397224	2R	19703798	19703799	FBtr0086477	FBgn0034470
1665	TwdlM	0.255687500815839	3R	26619118	26619119	FBtr0085029	FBgn0039434
1666	tpr	0.254875001497567	2R	21800903	21800904	FBtr0071743	FBgn0034661
1667	CG17010	0.25468750204891	2L	12356441	12356442	FBtr0080354	FBgn0032424
1668	CG5550	0.253833333651225	2R	16816589	16816590	FBtr0087033	FBgn0034160
